Date,Stock Price,Market Cap (Billion USD),Company,Sector,Industry,PE_Ratio,PB_Ratio,Profit_Margin,ROE,ROA,Debt_to_Equity,Company_Age_Years,Market_Cap_Category
2000-01-01 00:00:00+09:00,86.08744812011719,7122.72901237875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2004-08-01 00:00:00+09:00,26.15348243713379,2163.8946466364064,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2004-09-01 00:00:00+09:00,24.22231674194336,2004.1132821609374,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2004-10-01 00:00:00+09:00,25.000089645385742,2068.4648891067186,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2004-11-01 00:00:00+09:00,25.666765213012695,2123.6244914770314,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2004-12-01 00:00:00+09:00,25.555652618408203,2114.4312244153125,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2005-01-01 00:00:00+09:00,24.27787971496582,2008.7104680295313,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2005-02-01 00:00:00+09:00,25.166765213012695,2082.2553420370314,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2005-03-01 00:00:00+09:00,26.0556583404541,2155.8008472876563,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2005-04-01 00:00:00+09:00,24.716501235961914,2045.0012665289062,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2005-05-01 00:00:00+09:00,24.828338623046875,2054.2545016875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2005-06-01 00:00:00+09:00,26.561840057373047,2197.6814614696873,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2005-07-01 00:00:00+09:00,27.232887268066406,2253.202766150625,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2005-08-01 00:00:00+09:00,26.841440200805664,2220.8151017039063,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2005-09-01 00:00:00+09:00,31.203176498413086,2581.697743131094,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2005-10-01 00:00:00+09:00,30.693679809570312,2539.54285381125,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2005-11-01 00:00:00+09:00,30.468828201293945,2520.939014242031,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2005-12-01 00:00:00+09:00,30.13153648376465,2493.032071307344,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2006-01-01 00:00:00+09:00,30.58124351501465,2530.240066067344,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2006-02-01 00:00:00+09:00,28.445072174072266,2353.4968832015625,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2006-03-01 00:00:00+09:00,28.388856887817383,2348.8457260457812,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2006-04-01 00:00:00+09:00,28.83376121520996,2385.6563532585938,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2006-05-01 00:00:00+09:00,31.038692474365234,2568.0886147884376,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2006-06-01 00:00:00+09:00,31.717130661010742,2624.221436246719,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2006-07-01 00:00:00+09:00,33.86552047729492,2801.9755549771876,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2006-08-01 00:00:00+09:00,33.52629852294922,2773.908907531875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2006-09-01 00:00:00+09:00,32.79132843017578,2713.098732328125,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2006-10-01 00:00:00+09:00,33.5346565246582,2774.6004343753125,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2006-11-01 00:00:00+09:00,33.363861083984375,2760.4691101575,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2006-12-01 00:00:00+09:00,33.363861083984375,2760.4691101575,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2007-01-01 00:00:00+09:00,34.27482986450195,2835.8411173903123,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2007-02-01 00:00:00+09:00,35.755130767822266,2958.3186959615623,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2007-03-01 00:00:00+09:00,35.47045135498047,2934.764805616875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2007-04-01 00:00:00+09:00,34.156822204589844,2826.077364354375,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2007-05-01 00:00:00+09:00,32.83869552612305,2717.0178052696874,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2007-06-01 00:00:00+09:00,31.348634719848633,2593.7327089307814,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2007-07-01 00:00:00+09:00,29.514707565307617,2441.9966958942186,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2007-08-01 00:00:00+09:00,30.83283042907715,2551.055939357344,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2007-09-01 00:00:00+09:00,30.77552032470703,2546.314198813125,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2007-10-01 00:00:00+09:00,30.52134895324707,2525.2844919145314,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2007-11-01 00:00:00+09:00,29.19182586669922,2415.282013411875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2007-12-01 00:00:00+09:00,32.313323974609375,2673.5494568175,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2008-01-01 00:00:00+09:00,29.365238189697266,2429.6298540215626,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2008-02-01 00:00:00+09:00,26.243730545043945,2171.3616215620314,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2008-03-01 00:00:00+09:00,24.85639762878418,2056.5760560904687,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2008-04-01 00:00:00+09:00,26.16950225830078,2165.220099388125,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2008-05-01 00:00:00+09:00,29.907997131347656,2474.536805555625,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2008-06-01 00:00:00+09:00,30.37531280517578,2513.201709448125,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2008-07-01 00:00:00+09:00,32.302974700927734,2672.6931755184373,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2008-08-01 00:00:00+09:00,31.66042709350586,2619.5298795309377,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2008-09-01 00:00:00+09:00,27.39618682861328,2266.713893998125,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2008-10-01 00:00:00+09:00,23.164287567138672,1916.5737480721875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2008-11-01 00:00:00+09:00,24.523418426513672,2029.0259233321874,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2008-12-01 00:00:00+09:00,27.65532684326172,2288.154697981875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2009-01-01 00:00:00+09:00,26.000734329223633,2151.2565280307813,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2009-02-01 00:00:00+09:00,25.11433982849121,2077.917754903594,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2009-03-01 00:00:00+09:00,22.041526794433594,1823.678431689375,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2009-04-01 00:00:00+09:00,22.058753967285156,1825.103778665625,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2009-05-01 00:00:00+09:00,23.73714256286621,1963.9707959235936,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2009-06-01 00:00:00+09:00,23.49738121032715,1944.1333494773437,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2009-07-01 00:00:00+09:00,23.437419891357422,1939.1722519471875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2009-08-01 00:00:00+09:00,24.93598175048828,2063.160710938125,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2009-09-01 00:00:00+09:00,24.93598175048828,2063.160710938125,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2009-10-01 00:00:00+09:00,22.79644012451172,1886.138676421875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2009-11-01 00:00:00+09:00,22.79644012451172,1886.138676421875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2009-12-01 00:00:00+09:00,22.188535690307617,1835.8416976542187,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2010-01-01 00:00:00+09:00,23.161184310913086,1916.3169899310938,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2010-02-01 00:00:00+09:00,23.52593421936035,1946.4957768726563,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2010-03-01 00:00:00+09:00,23.951459884643555,1981.7030465479688,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2010-04-01 00:00:00+09:00,23.61522102355957,1953.8832151645313,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2010-05-01 00:00:00+09:00,22.750869750976562,1882.36826123625,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2010-06-01 00:00:00+09:00,22.47304916381836,1859.3818584609376,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2010-07-01 00:00:00+09:00,22.164348602294922,1833.8404991371874,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2010-08-01 00:00:00+09:00,22.380435943603516,1851.7191981665626,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2010-09-01 00:00:00+09:00,22.5039119720459,1861.9353947123439,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2010-10-01 00:00:00+09:00,22.923362731933594,1896.640037049375,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2010-11-01 00:00:00+09:00,23.770055770874023,1966.6939787648437,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2010-12-01 00:00:00+09:00,23.048795700073242,1907.0181474567187,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2011-01-01 00:00:00+09:00,23.895492553710938,1977.07240479375,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2011-02-01 00:00:00+09:00,25.024417877197266,2070.4777656215624,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2011-03-01 00:00:00+09:00,23.42510223388672,1938.153109921875,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2011-04-01 00:00:00+09:00,23.87078285217285,1975.0279661226562,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2011-05-01 00:00:00+09:00,24.348833084106445,2014.5810290920313,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2011-06-01 00:00:00+09:00,24.635663986206055,2038.3129299979687,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
2011-07-01 00:00:00+09:00,24.22134780883789,2004.0331142840625,NTT (Nippon Telegraph &amp; Telephone),Communication Services,Telecom Services,11.213483,1.2249907,0.08164,,,107.203,,Mega Cap
